"normal_MS","progressive_MS","lesion1","lesion2","normal1","lesion3","normal2","..lesion4","normal3","normal4"
17,25,15,1,8,1,19,18,15,1
30,23,47,10,20,33,66,86,40,30
34,41,35,26,28,25,40,24,36,16
5,0,0,1,5,5,23,14,2,4
4,6,5,3,4,8,11,8,2,4
6,2,8,2,3,1,20,7,13,17
388,447,431,209,272,209,537,482,537,736
3393,8123,4275,2685,4225,1743,3476,3137,4285,3094
183,119,136,48,53,58,223,194,304,115
8937,3593,3760,1259,4694,3268,10069,7902,9079,5403
17,45,49,22,3,2,44,40,71,23
3,35,49,23,1,0,19,24,24,5
67,68,45,35,22,32,98,95,101,30
3765,2467,2853,888,3412,2232,4841,3870,4399,3099
10,48,51,35,9,4,9,14,22,11
151,328,213,108,161,161,233,178,265,120
923,220,274,116,168,221,923,821,970,521
76,91,84,23,100,37,143,79,136,43
126,618,1049,143,17,15,438,474,731,71
340,156,187,110,231,113,350,308,324,316
232,362,195,207,236,244,301,254,249,270
160,228,272,166,148,95,280,264,338,244
131,366,123,76,105,108,295,227,362,134
78,78,49,35,26,8,67,54,63,41
34,165,173,57,23,9,30,35,65,43
20,10,18,0,2,1,15,10,14,11
39,71,51,2,10,23,132,107,107,13
0,44,15,6,1,9,15,14,20,5
48,51,39,11,61,43,66,57,71,54
900,2321,2359,879,233,255,2062,1845,1943,694
511,665,477,334,502,311,529,377,577,548
1010,400,548,88,136,213,2077,1398,1409,440
14,22,18,6,10,0,8,18,31,5
36,56,44,22,26,11,66,57,89,43
62,97,93,33,76,37,89,91,96,150
294,807,510,286,283,155,391,337,552,272
7,20,51,15,3,3,28,22,46,1
46,26,13,0,15,2,29,21,45,4
46,73,44,30,20,15,112,65,60,35
572,582,670,236,342,236,686,487,820,389
207,168,128,109,317,165,330,311,277,321
19,55,38,8,6,9,65,56,60,24
37,50,82,10,29,10,51,68,57,34
127,183,97,53,22,30,175,173,164,73
276,283,292,65,30,41,425,242,372,82
126,194,331,115,87,46,256,174,246,197
259,832,448,297,154,130,376,335,543,292
27,46,40,11,12,16,64,48,55,37
0,0,0,7,16,13,6,9,1,1
11,37,19,35,11,17,36,6,28,32
0,2,4,191,148,168,18,24,2,165
0,4,5,25,8,19,2,3,0,11
12,35,3,46,14,25,20,23,23,18
123,171,149,35,24,55,273,221,283,108
190,326,220,76,81,36,185,208,187,79
42,44,32,10,6,16,46,30,56,9
390,721,664,334,282,185,649,566,827,390
120,248,186,84,75,24,237,190,253,100
14,23,22,10,7,0,16,12,42,2
142,116,138,34,75,75,209,132,195,119
556,1602,2117,293,97,67,822,883,1626,211
57,139,145,37,29,18,51,66,106,32
99,167,111,55,37,23,171,149,170,44
17,120,88,32,7,2,91,95,110,8
520,572,384,181,439,380,604,534,607,412
120,182,121,59,105,66,139,104,180,71
200,162,174,46,60,52,322,244,348,128
121,72,88,21,27,29,253,159,207,49
473,208,249,75,260,265,592,570,520,329
132,268,227,73,91,46,212,228,229,87
143,307,291,163,91,62,158,197,263,196
85,78,67,36,39,46,46,57,83,35
2,14,8,2,3,0,19,7,7,1
317,549,426,149,337,238,548,520,531,269
15,47,38,24,22,12,89,46,65,51
39,57,28,7,22,9,20,17,24,9
568,1205,1008,453,180,205,760,746,843,462
222,249,232,60,97,62,488,275,434,91
420,121,93,61,340,168,558,416,322,324
54,189,106,31,31,38,132,121,146,63
262,431,469,126,218,142,424,386,532,265
0,13,12,10,2,3,2,13,6,11
562,225,233,105,194,218,517,412,495,385
47,50,34,22,61,56,97,84,74,95
173,348,271,42,67,41,351,276,337,105
37,47,50,11,28,33,58,46,72,16
38,92,91,21,37,10,72,86,98,29
19,26,105,5,6,16,53,32,121,18
8,77,47,115,40,61,30,53,31,81
139,160,133,55,99,56,205,133,174,128
99,105,119,20,89,37,95,76,145,24
497,862,328,249,278,247,560,540,567,410
522,778,621,202,297,305,703,623,796,656
20,24,20,1,18,3,68,13,43,7
267,157,194,85,161,110,243,179,353,189
236,524,314,156,130,68,459,441,499,244
152,344,188,298,251,247,431,279,196,343
53,74,28,34,24,24,72,46,63,80
43,62,80,15,19,4,120,55,102,46
487,510,514,251,294,175,923,663,738,426
186,187,169,46,137,100,200,202,201,151
113,224,127,60,115,87,164,161,166,95
9,51,20,9,1,14,13,17,26,12
25,361,52,23,55,46,203,149,186,17
157,556,506,317,75,78,192,206,287,254
57,84,89,34,33,65,189,140,212,84
273,322,208,93,227,188,223,204,255,261
36,82,70,40,49,35,73,79,79,69
262,585,434,209,100,93,239,341,434,186
1005,209,270,150,91,264,639,671,868,797
157,201,128,50,83,62,237,186,180,83
60,232,105,71,61,48,136,119,169,82
718,640,488,206,314,36,993,899,811,264
2,5,19,8,8,4,11,7,11,2
4,22,14,3,5,0,11,11,23,0
287,254,270,39,128,50,334,237,382,129
277,297,473,65,68,61,447,349,483,129
31,12,37,7,10,15,30,18,31,14
17,63,73,35,20,10,31,42,81,27
18,42,31,15,1,0,26,21,18,7
383,340,281,111,263,176,362,299,349,271
88,170,145,48,41,47,160,116,198,63
85,169,141,59,94,53,101,110,137,96
656,374,455,106,137,134,1235,643,895,339
34,35,39,4,7,6,50,40,53,13
22,32,29,16,14,9,52,63,59,19
42,69,48,25,16,12,98,106,107,26
19,38,42,11,10,8,65,41,85,7
246,333,315,79,170,161,504,428,495,205
17,219,20,8,59,19,113,58,53,7
86,75,50,10,34,59,113,92,104,75
175,88,129,52,97,73,305,201,241,121
33,41,39,28,23,3,85,53,69,37
15,18,25,14,8,12,65,34,38,25
359,503,516,146,107,53,648,566,723,247
9,19,3,1,7,0,14,17,22,15
2,81,5,4,12,6,28,16,32,1
38,81,60,42,25,9,83,64,95,73
346,635,420,311,442,369,491,391,496,408
26,42,42,12,21,24,44,68,65,14
19,93,41,54,7,7,34,47,67,19
180,255,267,70,130,74,261,228,273,82
4,15,8,3,1,6,22,19,26,1
108,180,183,19,87,37,249,166,221,66
263,204,211,71,83,65,549,351,370,159
155,173,195,54,52,41,162,145,194,113
204,245,286,133,103,101,449,268,367,181
142,144,104,96,182,129,182,179,177,169
15,8,7,2,0,5,14,23,21,9
110,89,52,26,31,40,172,155,157,96
52,12,18,5,9,13,67,55,41,22
1644,2744,1964,926,1408,763,1821,1716,2084,1571
4,29,3,5,2,3,20,11,4,1
1362,1738,1182,456,1179,879,1273,1038,1459,802
553,170,236,83,145,175,944,706,601,378
250,417,264,301,256,250,192,229,279,311
417,157,260,110,224,271,1019,646,682,460
38,79,59,11,13,9,54,44,86,22
42,93,73,54,23,48,150,106,153,62
204,591,532,124,92,81,204,215,446,142
91,153,105,27,48,47,149,110,103,75
17,21,12,1,9,2,10,7,13,0
255,700,925,175,27,37,407,355,792,117
79,384,293,155,53,24,233,201,312,78
57,84,47,11,24,20,48,43,51,52
76,63,55,29,19,14,107,70,79,49
500,234,177,35,204,202,955,596,807,259
53,63,35,33,24,36,38,33,68,28
349,178,171,68,156,103,302,195,374,140
114,63,101,25,32,40,256,174,178,33
223,436,286,218,218,183,350,314,444,310
45,27,34,13,13,2,45,31,23,18
220,333,232,81,132,84,198,191,186,113
6,9,43,5,2,15,25,29,50,15
100,83,72,28,64,45,108,116,127,98
2,12,31,12,3,5,23,11,23,7
73,141,109,325,106,43,129,94,135,267
118,354,509,122,30,28,284,276,369,81
555,752,318,187,488,301,843,650,730,530
32,143,103,79,20,22,84,96,101,82
2,40,48,26,0,0,26,18,15,7
798,978,756,287,408,230,820,703,840,606
188,286,211,47,91,64,261,184,262,138
46,95,68,28,23,18,137,91,74,27
3109,3354,2226,1448,2934,2667,3137,2663,3388,3262
0,13,12,13,1,3,16,4,17,5
4,7,0,0,4,4,8,6,8,10
2,43,57,14,11,11,56,22,97,3
190,388,151,172,155,124,233,290,283,229
4,37,51,3,2,2,24,15,46,8
17,59,52,26,56,35,49,40,51,21
33,52,30,25,34,22,51,60,73,32
24,30,48,16,6,4,38,17,47,15
5,1,10,2,3,5,9,10,17,6
6,30,29,0,1,5,1,0,21,3
98,87,94,73,122,113,141,121,131,171
21,57,41,23,18,18,58,54,61,1
165,269,166,76,55,25,338,241,313,121
100,38,53,18,11,13,90,77,94,25
1418,518,416,226,335,277,1653,1194,1210,709
31,39,42,2,10,25,32,15,42,24
15,31,41,11,6,4,40,41,40,3
50,60,54,15,30,25,92,64,83,38
42,44,38,15,13,14,72,54,62,22
127,75,151,46,47,24,143,165,183,68
56,100,82,38,37,48,159,114,176,67
7,15,18,1,7,11,26,13,26,1
71,87,63,19,33,29,146,92,121,48
14,58,26,90,18,56,47,28,32,85
75,127,103,43,47,24,118,110,112,97
21,39,14,7,4,1,27,22,20,10
52,312,196,54,78,18,205,208,275,11
321,471,463,174,242,204,569,524,443,327
27,16,12,6,33,7,41,51,22,15
92,233,97,164,85,77,171,149,165,143
363,301,322,147,208,155,430,303,368,376
27,30,12,5,16,3,32,21,36,16
2,113,18,15,12,16,62,53,109,9
479,1012,525,319,471,298,638,557,746,497
20,61,21,28,25,14,36,13,29,24
273,398,324,109,175,86,355,273,481,120
0,21,4,0,3,0,27,13,12,0
11,68,11,16,10,8,31,23,44,16
1111,586,762,265,337,390,1728,1197,1210,911
54,37,90,13,4,6,173,105,116,19
119,136,130,22,46,31,154,140,207,93
222,316,221,115,188,151,222,271,314,253
27,35,56,5,10,6,36,29,58,7
23,19,28,24,9,24,33,22,32,34
45,801,41,7,109,84,346,249,350,18
38,46,47,13,17,24,109,58,67,27
35,69,26,9,7,23,96,83,65,25
86,341,175,54,51,49,210,180,273,57
207,392,341,106,110,115,204,229,269,154
66,124,101,15,56,68,121,103,120,73
19,33,26,56,10,17,44,37,27,36
55,178,283,390,27,4,61,44,177,251
0,21,2,3,6,7,0,4,5,4
0,17,3,9,0,0,16,5,13,0
5,21,12,0,1,1,21,12,23,5
430,55,93,69,365,279,439,380,330,641
159,281,278,94,52,69,179,175,239,113
109,273,308,282,131,118,199,219,238,231
57,112,73,47,37,12,128,83,167,81
11,17,23,12,14,21,19,20,14,30
67,211,598,139,22,53,325,292,458,67
387,292,253,118,216,200,302,238,302,351
257,325,212,115,163,155,302,223,317,185
265,176,205,45,47,53,325,286,311,87
19,33,12,5,15,8,41,23,28,32
136,206,134,212,66,144,429,283,198,180
164,214,221,59,85,87,373,238,365,71
15,0,2,3,11,5,21,11,17,7
12,7,8,2,21,4,6,21,26,10
205,100,108,46,94,87,310,300,218,182
291,228,95,71,57,80,434,358,360,225
146,95,111,29,41,79,237,193,203,76
63,146,48,22,45,15,97,92,124,80
3,14,17,3,0,0,4,4,16,2
82,115,126,37,47,58,213,116,144,44
11,15,25,4,2,16,50,39,34,23
5,52,6,33,36,48,52,42,19,53
64,107,102,35,36,42,102,68,106,52
86,317,172,83,48,31,86,73,158,44
20,20,29,4,9,7,14,20,24,23
152,23,29,14,25,78,149,125,99,79
56,55,38,41,56,78,65,61,85,57
135,119,176,42,59,15,230,214,158,77
87,136,116,60,47,63,117,135,176,63
162,244,502,135,26,38,764,442,643,87
2389,2892,2239,1428,2624,2437,2265,1869,2512,2312
14,60,108,74,14,8,100,55,116,45
213,242,180,57,81,63,274,226,238,109
128,244,211,75,70,96,208,165,200,90
37,39,67,17,18,6,134,65,80,42
249,177,156,49,125,52,349,241,287,163
282,830,979,185,55,73,551,465,1007,139
22,41,22,12,13,5,27,13,29,17
11,30,15,4,10,0,103,28,22,9
43,51,87,25,48,30,60,71,84,20
5,14,3,4,10,0,36,11,14,4
5,95,31,8,19,5,52,59,64,11
53,36,49,26,20,37,70,67,66,60
346,754,547,254,195,214,474,398,441,243
526,468,451,120,427,227,656,554,832,335
85,92,70,31,98,72,110,103,102,87
326,324,330,99,182,131,379,344,351,297
3173,1211,1151,387,831,770,4422,3126,3537,2151
77,90,79,45,60,50,127,108,141,38
129,170,348,80,27,23,154,126,324,67
27,24,20,12,16,19,40,28,38,21
79,98,53,22,47,41,78,82,88,30
544,314,270,120,213,168,703,662,747,425
375,305,231,104,205,151,476,402,486,236
377,114,127,52,228,127,490,394,367,278
510,512,500,353,281,308,518,470,527,459
23,52,52,14,8,11,17,18,44,9
37,55,79,30,23,20,115,89,85,52
201,163,165,20,99,35,288,171,229,74
334,299,275,105,149,127,570,400,459,198
4,33,36,3,3,6,40,21,31,6
3,13,0,9,10,4,5,5,8,11
245,212,247,101,205,163,327,234,349,275
77,179,119,61,54,137,180,121,195,118
20,7,8,6,4,0,17,9,19,5
544,608,366,115,275,209,539,469,509,411
188,254,159,72,107,42,322,200,278,99
583,757,552,356,142,249,992,955,1095,533
140,199,192,85,139,87,124,157,236,171
45,74,62,30,31,26,33,60,64,27
800,1171,885,459,694,482,1028,804,1148,646
103,151,130,25,46,15,68,90,133,43
50,131,16,6,36,33,113,92,78,48
24,22,45,8,5,0,18,18,31,9
412,679,499,241,481,237,628,573,620,502
71,98,75,24,32,29,90,100,69,58
731,903,680,376,547,430,897,819,895,514
286,335,350,275,167,186,374,333,386,364
0,17,5,3,5,0,15,7,10,1
61,121,63,21,29,22,104,98,94,36
62,126,143,93,66,102,107,123,172,98
362,429,331,110,207,125,376,339,403,205
243,250,198,84,107,79,393,304,335,263
12,3,92,4,1,0,3,0,39,0
4,48,22,2,10,8,54,39,39,2
13,47,53,20,4,0,40,46,76,5
60,8,29,2,21,16,189,130,116,75
30,151,86,43,9,3,27,19,53,18
12,58,47,14,11,23,51,34,57,16
256,70,76,57,86,76,295,231,229,253
29,38,45,12,14,9,78,48,104,26
15,16,11,7,1,5,36,31,13,7
42,53,30,1,31,11,44,70,86,18
23,105,53,40,27,21,37,46,62,43
349,499,297,139,526,269,355,380,435,300
316,346,282,75,114,71,431,339,422,177
25,32,21,8,10,4,29,29,37,24
0,29,30,5,9,0,25,20,27,4
88,98,63,23,95,52,123,100,104,66
278,279,201,175,195,203,428,380,486,293
1381,1847,1309,688,1389,901,1303,1193,1556,1366
3,71,68,37,0,0,1,9,21,9
8,36,32,3,11,24,31,30,36,11
68,156,134,21,19,11,115,62,86,21
4,16,22,45,9,19,17,47,46,53
181,234,125,88,184,108,154,109,174,160
16,21,38,3,5,9,15,25,31,2
37,9,5,9,20,9,11,4,44,16
588,186,98,117,289,303,687,507,226,306
169,246,197,63,71,90,456,298,282,161
19,58,58,31,24,35,55,56,42,14
6,3,8,3,8,7,10,4,5,6
450,315,362,133,206,155,480,356,611,281
135,195,116,50,84,53,153,144,170,102
121,124,104,45,95,58,260,163,184,123
56,46,50,14,36,15,79,64,55,36
99,98,72,47,84,75,124,116,145,126
8,31,75,16,1,3,43,22,53,9
16,29,12,6,3,1,37,30,20,7
99,128,133,16,50,64,301,214,272,64
353,642,437,270,194,216,379,412,389,313
14,100,107,80,26,12,27,46,50,23
150,210,313,111,81,103,291,247,321,129
36,71,68,34,12,13,43,37,38,29
2,4,9,2,1,5,17,2,18,0
11,68,2,1,10,16,79,32,56,3
151,180,129,93,138,62,136,189,210,154
82,277,147,80,116,129,127,125,196,69
2488,466,1287,820,776,776,4533,3112,3173,2523
2193,3069,2009,1130,1462,1261,3486,2706,3495,2014
72,121,87,9,24,24,163,102,116,30
386,489,319,152,193,188,404,388,408,273
6,31,7,2,11,1,22,11,18,2
284,498,259,182,290,247,334,328,326,259
47,198,143,37,21,32,80,63,121,25
37,19,47,8,15,4,38,50,54,2
808,747,604,223,407,289,943,904,797,604
29,38,31,21,7,10,51,35,63,35
21,40,37,1,6,10,49,54,31,5
42,55,74,22,26,17,47,52,61,33
129,444,372,201,91,47,346,268,427,210
232,172,175,211,210,134,304,271,269,331
29,345,234,98,46,14,66,88,125,59
217,360,168,132,264,294,207,195,246,153
29,66,77,4,11,8,243,97,126,18
136,81,87,44,69,34,144,112,136,45
33,91,29,15,56,32,76,78,80,20
217,363,291,107,151,144,468,328,524,206
113,23,23,19,60,48,69,79,100,102
21,125,27,6,43,26,126,95,101,7
477,748,370,787,338,401,557,371,453,1147
78,65,113,52,40,25,44,66,117,33
12,51,68,10,3,0,37,39,28,5
151,79,80,14,38,25,204,113,226,47
91,74,112,36,49,60,97,102,155,45
3,11,25,6,2,5,28,26,19,20
103,167,114,47,60,42,218,162,171,86
275,311,205,86,145,109,449,310,335,211
483,360,465,116,122,134,963,725,670,302
59,78,44,11,30,31,49,45,71,56
89,169,139,62,78,62,157,160,192,109
201,296,243,98,118,87,361,285,382,151
210,291,261,126,206,163,333,225,339,301
117,159,65,39,34,28,78,86,78,30
8,46,34,3,1,0,50,36,36,8
38,45,41,11,9,12,15,23,30,12
1535,2088,1725,927,999,561,1826,1549,1894,1305
155,184,90,40,35,43,261,182,185,67
75,88,102,30,44,54,124,81,126,85
760,775,616,243,241,264,958,790,1088,541
367,584,423,253,388,324,344,291,419,328
12,31,17,0,6,4,24,26,19,5
139,144,205,65,87,55,194,177,285,95
129,64,112,50,90,77,147,93,107,130
22,39,104,25,18,10,44,50,69,21
3,12,8,7,5,1,3,5,11,6
140,150,166,50,64,36,285,189,257,92
159,248,200,43,25,34,301,196,322,57
18,80,18,19,23,16,29,28,14,12
33,74,56,9,32,13,72,71,84,41
254,577,378,183,53,55,304,338,434,187
67,193,109,71,45,32,143,120,151,62
4,27,4,20,6,2,8,20,22,23
28,38,55,9,63,19,35,28,52,63
4,7,10,1,6,1,12,23,2,4
47,118,69,39,32,28,63,64,72,78
46,79,50,7,36,18,116,72,68,12
13,50,36,32,21,30,47,55,58,48
562,484,376,176,183,163,603,435,667,332
363,266,231,59,132,108,511,394,389,221
7,20,22,3,6,0,12,2,9,3
44,100,62,61,49,25,75,79,96,93
25,49,23,12,2,16,60,55,19,22
915,1307,947,506,756,475,911,832,1082,911
26,31,28,2,29,9,40,43,57,22
212,138,172,45,51,77,228,178,230,85
279,517,439,108,54,69,336,298,476,150
83,224,197,83,41,24,76,62,85,50
133,213,138,38,87,37,160,138,188,90
42,17,48,6,14,11,55,45,58,23
32,68,55,26,19,15,76,80,67,14
475,494,404,125,70,66,703,469,691,244
105,376,280,180,60,71,101,90,189,115
98,154,188,82,32,19,174,131,196,131
10,27,36,1,6,7,23,28,68,17
20,46,60,27,4,13,33,11,60,15
60,56,61,9,32,35,94,79,76,12
328,351,196,101,320,256,325,325,314,241
301,242,199,158,187,169,237,234,333,354
0,16,11,0,1,1,8,8,11,7
57,23,53,36,41,23,97,88,88,106
6,5,7,10,3,1,9,6,22,4
14,50,42,33,13,0,47,7,43,7
149,127,116,61,350,166,186,163,125,165
10,67,85,10,8,1,8,23,31,14
361,414,255,36,120,138,602,502,550,187
2255,3155,2467,1517,2703,2548,2521,2281,2653,2580
1159,1415,1022,371,449,271,1669,1391,1574,563
68,38,42,31,13,22,121,75,109,40
226,223,138,86,213,168,222,191,242,219
45,52,47,7,11,3,78,43,69,9
5,1,1,0,4,15,6,5,16,13
330,670,738,382,185,179,637,661,705,487
122,183,104,36,65,44,142,117,141,57
6,12,6,2,0,8,17,8,8,6
382,421,210,143,274,207,981,447,345,269
25,39,12,12,18,22,53,47,52,26
252,333,278,160,209,170,249,253,313,240
5,25,23,2,11,3,38,31,16,9
20,98,43,13,13,41,63,38,62,38
210,314,244,69,66,40,354,289,358,121
273,217,126,61,148,114,306,250,341,200
468,423,244,166,381,222,540,409,515,379
258,446,307,92,162,111,372,295,335,164
9,43,31,22,12,14,51,42,36,10
104,196,153,70,59,52,206,186,284,67
31,352,41,21,35,30,170,127,139,7
288,226,211,103,117,98,336,254,299,133
29,7,5,0,11,13,12,9,29,14
38,55,35,16,18,23,49,51,53,41
657,2227,2084,683,197,117,786,739,1997,508
512,357,315,151,382,149,554,439,478,338
20,51,31,29,31,34,45,42,52,33
71,127,113,98,47,43,151,123,110,100
260,145,155,77,97,73,273,250,217,129
122,199,128,58,75,28,167,130,133,28
32,48,45,13,8,24,92,53,94,38
76,288,186,109,21,53,99,66,156,66
29,19,23,9,10,6,27,35,32,18
52,373,32,6,78,21,104,78,60,8
1508,1712,1158,602,804,424,1418,1224,1479,1010
130,136,85,54,73,23,121,106,126,72
9,27,27,5,15,14,63,22,32,9
46,41,48,16,20,26,52,28,55,19
40,70,61,13,23,18,50,31,86,44
66,99,51,12,22,7,95,66,84,31
46,55,13,13,18,16,43,55,52,42
73,80,106,10,26,24,124,155,113,18
51,42,46,20,25,17,71,35,48,33
7,26,24,14,5,12,40,20,52,0
15,64,39,42,7,2,23,6,8,15
118,177,93,10,22,41,259,160,283,30
199,320,284,81,60,44,269,229,334,105
412,442,260,207,307,212,391,290,432,344
25,45,65,110,26,79,107,107,115,77
186,225,167,71,97,82,246,208,310,152
0,15,21,0,0,0,2,8,5,0
51,14,8,5,27,22,36,29,31,20
33,32,30,3,15,12,36,30,42,19
60,72,68,15,22,27,47,38,71,20
470,247,350,100,67,63,603,467,450,366
15,22,4,2,11,15,4,8,12,13
2,7,3,5,2,5,11,12,12,7
528,1113,322,169,615,304,1032,707,965,603
44,55,46,29,6,22,71,75,74,27
15,49,55,12,20,10,42,47,65,22
14,9,20,15,12,8,9,20,15,32
67,426,497,109,4,8,56,53,142,52
199,197,219,44,52,33,399,269,406,120
74,102,101,57,22,35,192,101,118,98
10,18,10,3,9,2,31,25,33,5
17,15,16,1,1,2,3,8,5,9
56,144,155,45,10,18,172,150,234,51
45,26,13,20,18,6,18,8,33,11
2,16,9,4,9,14,9,10,14,1
26,38,12,11,17,5,25,31,21,9
4,6,12,0,3,9,25,12,23,12
12,28,9,13,3,4,13,9,14,12
47,51,140,38,30,44,92,68,89,35
3,50,19,10,12,2,3,16,2,8
41,65,89,21,30,16,51,53,92,28
88,127,104,23,36,18,180,93,124,53
289,393,222,123,180,186,384,347,366,182
7,11,20,0,6,16,23,19,26,18
47,56,44,9,51,68,61,69,82,42
65,112,86,37,16,22,91,57,127,61
25,50,57,31,11,18,34,35,63,23
28,27,24,15,23,21,58,55,64,22
203,318,201,126,66,91,402,286,326,160
18,1,14,3,7,2,30,13,19,4
49,151,41,38,33,0,60,49,42,37
8,5,16,1,7,0,25,15,27,14
312,676,830,231,216,87,584,505,856,265
431,495,409,137,227,244,500,506,526,272
1,39,2,0,15,0,19,16,7,1
49,68,42,19,47,36,120,69,80,39
53,35,54,8,12,13,53,35,50,10
54,38,31,4,46,30,88,97,110,29
25,41,18,14,18,8,35,22,52,30
154,63,48,8,80,42,86,40,102,50
273,584,410,164,94,123,331,316,373,158
36,30,29,4,1,28,50,51,44,21
238,273,369,97,143,127,425,248,320,142
454,539,420,186,316,236,450,395,455,325
263,232,150,91,139,128,226,176,162,173
422,589,875,281,121,79,512,537,740,360
612,1422,749,106,310,183,734,590,975,198
154,203,92,19,39,47,165,121,132,76
83,101,103,32,46,47,220,154,189,74
113,74,60,32,56,31,108,85,155,81
99,164,115,94,59,43,150,154,179,74
19,29,44,28,15,26,20,24,22,23
50,66,39,10,52,16,60,50,54,41
46,64,54,20,53,29,84,61,93,80
224,308,270,84,88,106,371,274,295,155
53,23,27,5,33,16,38,34,28,41
123,217,201,45,125,78,173,177,168,83
45,86,78,61,8,48,125,62,141,201
304,452,328,153,58,37,374,295,437,157
26,91,75,32,31,22,72,53,81,45
111,155,113,40,58,43,142,140,168,101
164,198,158,32,177,148,251,272,241,174
60,110,87,49,66,75,125,76,162,82
130,203,204,68,70,29,240,197,297,72
38,30,29,7,30,14,36,17,81,17
9,14,0,7,3,13,18,25,1,17
188,129,151,51,119,68,189,196,207,85
68,96,106,12,31,26,198,93,145,60
122,112,109,72,95,52,179,160,186,126
9404,27150,30614,9552,3710,1236,15463,16490,22337,7242
48,67,56,28,24,26,98,56,54,46
51,212,66,43,36,25,176,115,148,89
17,72,69,22,7,1,17,25,44,10
42,64,48,52,21,27,43,32,39,70
119,102,89,26,22,22,128,112,180,31
65,87,105,26,43,30,103,62,109,94
140,132,114,56,127,76,247,161,197,149
62,68,50,33,64,52,112,97,126,82
271,317,325,128,218,91,369,251,367,195
146,125,139,50,46,66,234,180,267,93
27,58,121,18,12,18,68,34,74,21
24,79,155,37,7,1,45,65,112,20
82,64,78,28,25,35,185,121,122,39
3,19,25,6,3,9,5,12,17,14
161,259,257,91,126,114,319,270,288,177
89,80,113,32,56,60,115,80,157,47
56,90,90,45,41,21,46,49,72,44
77,142,119,52,53,56,104,84,134,64
810,2234,1580,596,391,403,1066,1023,1365,649
5,30,7,41,29,104,31,22,18,41
127,110,117,41,42,40,166,120,167,83
4,13,27,6,3,3,34,22,13,7
7,3,5,2,4,8,10,6,13,8
3,11,22,4,1,0,16,8,14,1
30,220,272,107,15,31,28,38,157,80
27,16,27,14,25,20,23,13,16,21
416,677,289,201,237,245,448,382,435,270
1,11,8,12,1,0,5,5,1,9
104,185,138,63,107,63,102,94,140,27
24,88,34,17,20,10,30,22,52,12
59,219,241,125,50,16,129,161,159,42
11,13,28,7,0,3,11,12,25,1
7,16,24,5,15,8,76,27,56,5
2,7,24,12,6,14,28,18,35,24
117,142,80,37,134,82,164,149,146,90
23,25,29,34,36,14,29,33,41,22
168,213,198,77,136,141,383,276,285,236
10,62,32,6,9,1,53,44,41,16
15,55,47,18,5,1,38,35,56,8
23,20,13,3,4,3,39,39,37,7
155,121,125,47,62,52,235,168,223,95
13,22,2,4,4,12,32,18,27,18
9,12,42,23,17,10,41,33,20,11
53,59,115,33,25,13,103,82,105,17
36,53,41,23,26,14,38,31,49,37
82,34,39,18,18,32,98,93,80,83
50,109,67,20,33,14,85,88,125,39
7,17,9,4,4,10,23,22,15,13
38,18,9,1,20,16,17,24,42,7
234,205,309,86,68,51,458,325,426,136
66,34,18,12,76,73,64,38,49,31
312,320,243,167,222,194,429,344,391,378
5,71,0,0,4,3,11,18,4,0
349,381,353,123,187,124,429,399,494,236
24,76,17,21,24,24,75,71,72,27
264,359,246,133,161,155,439,292,379,246
123,123,100,76,75,26,136,168,157,188
486,555,743,178,202,150,922,747,1026,324
42,26,52,6,12,29,44,36,51,4
153,239,147,41,70,74,174,133,210,56
31,104,48,59,35,3,27,33,87,51
59,55,80,23,26,20,96,90,78,33
1,26,4,2,15,1,18,21,18,4
164,341,168,97,88,92,223,179,296,129
206,276,192,90,145,89,224,198,310,187
12,27,7,5,4,0,9,15,8,7
64,74,60,23,88,36,100,82,92,64
45,31,23,8,7,28,39,45,52,30
8,27,22,23,7,9,16,13,45,6
23,28,13,3,10,22,21,15,18,13
32,57,38,9,52,23,48,31,69,55
119,83,80,45,43,80,137,113,91,57
3,7,6,5,24,10,77,47,53,21
242,192,200,84,193,157,255,250,218,239
78,87,59,65,143,65,113,131,125,156
269,344,210,121,456,239,350,315,447,290
22,58,80,76,1,15,41,57,77,73
58,27,56,14,67,27,52,70,92,58
36,57,33,6,29,7,39,41,37,23
177,204,157,80,167,141,271,183,246,213
0,29,16,2,1,0,20,29,21,5
16,11,11,19,18,9,29,19,25,10
219,267,246,96,182,118,319,235,316,203
88,151,200,64,44,35,178,147,230,90
771,545,701,163,341,233,1165,855,919,493
95,165,151,41,71,37,246,204,197,88
68,59,51,29,35,40,76,57,97,34
46,91,80,36,28,10,148,90,150,42
55,45,42,25,15,11,53,51,41,12
3,8,12,10,4,2,3,4,23,4
